job_id,Company,Role,url,YOE,Diploma,Job_type,Provide_Sponsorship,skill_sets,degree_rank
922,Bloom Energy,Business Data Analyst Intern - Indirect Commodity,https://bloomenergy.wd1.myworkdayjobs.com/bloomenergycareers/job/San-Jose-California/Business-Data-Analyst-Intern---Indirect-Commodity_JR-20721?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Data Analysis/Viz', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI']",0
923,Illumio,Technical Program Management Intern - Program Management - Automation,https://jobs.ashbyhq.com/illumio/da9e6331-07ec-46f9-b4b6-b5c4f0b6d21b/application?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Big Data & Processing', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Data Analysis/Viz', 'DevOps & CI/CD', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Product Strategy/Roadmap', 'SRE/Observability', 'Software Engineering (Frontend & Full Stack)', 'Statistical Modeling', 'User/Customer Focus', 'Web Technologies & Protocols']",0
924,Samsung Research America,2026 Intern - ML/NLP Research - Spring/Summer/Fall 🎓,https://job-boards.greenhouse.io/samsungresearchamericainternship/jobs/8202566002?utm_source=Simplify&ref=Simplify,0.0,PhD,Intern,False,"['API/Architecture', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Core Engineering Concepts', 'Data Science Tools', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",3
925,🔥Roblox,Summer 2026] Applied Scientist – Intern 🎓,https://careers.roblox.com/jobs/7142298?gh_jid=7142298&utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Content Management', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Python', 'SRE/Observability', 'Simulation & Analysis', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Systems/Firmware', 'User/Customer Focus', 'Version Control/CLI']",0
926,↳,Summer 2026] Data Scientist – PhD Intern 🎓,https://careers.roblox.com/jobs/7299325?gh_jid=7299325&utm_source=Simplify&ref=Simplify,1.0,,Intern,True,"['API/Architecture', 'Big Data & Processing', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Content Management', 'Data Analysis/Viz', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Product Strategy/Roadmap', 'Python', 'SQL/Databases', 'SRE/Observability', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Statistical Modeling', 'Systems/Firmware', 'User/Customer Focus', 'Version Control/CLI']",0
927,🔥TikTok,Machine Learning Engineer Intern - Tiktok Search Team - 2026 Start - PhD 🎓,https://lifeattiktok.com/search/7557122323507349778?utm_source=Simplify&ref=Simplify,0.0,,Intern,False,"['API/Architecture', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus']",0
928,🔥Adobe,2026 Intern - Data Scientist - Predictive Finance,https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Lehi/XMLNAME-2026-Intern---Data-Scientist--Predictive-Finance_R161479?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['Business/Analysis', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Data Analysis/Viz', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'SQL/Databases', 'Statistical Modeling', 'Version Control/CLI']",0
929,🔥Netflix,Machine Learning/AI Scientist Intern - PhD - 2026 🎓,https://explore.jobs.netflix.net/careers/job/790312415420?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'C#/.NET', 'C/C++', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Core Engineering Concepts', 'Data Analysis/Viz', 'Data Science Tools', 'DevOps & CI/CD', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI']",0
930,↳,Machine Learning Engineer Intern - MS/PhD - 2026 🎓,https://explore.jobs.netflix.net/careers/job/790312415414?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C#/.NET', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Core Engineering Concepts', 'Data Analysis/Viz', 'Data Science Tools', 'DevOps & CI/CD', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI']",0
931,Bloom Energy,Systems Engineering Intern,https://bloomenergy.wd1.myworkdayjobs.com/bloomenergycareers/job/San-Jose-California/Systems-Engineering-Intern_JR-20731?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Business/Analysis', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Data Analysis/Viz', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Python', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI']",0
932,🔥DoorDash,Machine Learning Intern - Multiple Teams 🎓,https://job-boards.greenhouse.io/doordashusa/jobs/7295800?utm_source=Simplify&ref=Simplify,0.0,High School,Intern,False,"['API/Architecture', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Data Analysis/Viz', 'Data Science Tools', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Mobile Development', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI']",0
933,↳,Machine Learning Intern - PhD 🎓,https://job-boards.greenhouse.io/doordashusa/jobs/7264631?utm_source=Simplify&ref=Simplify,0.0,High School,Intern,False,"['API/Architecture', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Data Analysis/Viz', 'Data Science Tools', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Mobile Development', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI']",0
934,🔥TikTok,Data Scientist Intern - Tiktok Shop User Product Data Science,https://lifeattiktok.com/search/7532257386079373586?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Data Analysis/Viz', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Product Strategy/Roadmap', 'Python', 'SQL/Databases', 'Semiconductors & IC', 'Simulation & Analysis', 'Software Engineering (Frontend & Full Stack)', 'Statistical Modeling', 'User/Customer Focus']",0
935,↳,Data Analyst Intern - Tiktok Shop AMS Data Science,https://lifeattiktok.com/search/7532267134924867847?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Data Analysis/Viz', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'SQL/Databases', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Statistical Modeling', 'User/Customer Focus']",0
936,↳,Data Scientist Intern - Tiktok Shop User Product Data Science 🎓,https://lifeattiktok.com/search/7532254890627696903?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Data Analysis/Viz', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Product Strategy/Roadmap', 'Python', 'SQL/Databases', 'Semiconductors & IC', 'Simulation & Analysis', 'Software Engineering (Frontend & Full Stack)', 'Statistical Modeling', 'User/Customer Focus']",0
937,↳,Data Scientist Intern - Tiktok Shop Business Product Data Science,https://lifeattiktok.com/search/7532238337198622983?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Core Engineering Concepts', 'Data Analysis/Viz', 'Data Science Tools', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Product Strategy/Roadmap', 'Python', 'SQL/Databases', 'Semiconductors & IC', 'Simulation & Analysis', 'Software Engineering (Frontend & Full Stack)', 'Statistical Modeling', 'User/Customer Focus']",0
938,↳,Data Scientist Intern - Tiktok Shop Business Product Data Science 🎓,https://lifeattiktok.com/search/7532660880120400135?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Core Engineering Concepts', 'Data Analysis/Viz', 'Data Science Tools', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Product Strategy/Roadmap', 'Python', 'SQL/Databases', 'Semiconductors & IC', 'Simulation & Analysis', 'Software Engineering (Frontend & Full Stack)', 'Statistical Modeling', 'User/Customer Focus']",0
939,🔥Coinbase,Machine Learning Engineer Intern 🎓,https://boards.greenhouse.io/embed/job_app?token=7294075&utm_source=Simplify&ref=Simplify,18.0,PhD,Intern,False,"['API/Architecture', 'Automated Testing & QA', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Core Engineering Concepts', 'Data Science Tools', 'DevOps & CI/CD', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'Product Strategy/Roadmap', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Statistical Modeling', 'User/Customer Focus']",3
940,Expedition Technology,Intern in Deep Learning and Computer Vision - Multiple Teams,https://www.exptechinc.com/careers/?gh_jid=4942450007&utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'C/C++', 'Containerization/Orchestration', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Software Engineering (Frontend & Full Stack)']",0
941,↳,Machine Learning and Digital Signal Processing Intern - Digital Signal Processing - Machine Learning,https://www.exptechinc.com/careers/?gh_jid=4942413007&utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'C/C++', 'Containerization/Orchestration', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Software Engineering (Frontend & Full Stack)']",0
942,Nuro,Machine Learning Intern - Behavior Planning,https://nuro.ai/careersitem?gh_jid=7309261&utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['C#/.NET', 'C/C++', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'User/Customer Focus']",0
943,Verisk,Internship Program - Data & Analytics Developer,https://fa-ewmy-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs/job/1597?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Semiconductors & IC']",0
944,Lucid Motors,Intern – Cell Engineering - Summer 2026,https://job-boards.greenhouse.io/lucidmotors/jobs/4922163007?utm_source=Simplify&ref=Simplify,1.0,High School,Intern,False,"['API/Architecture', 'Automated Testing & QA', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Data Analysis/Viz', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Python', 'Simulation & Analysis', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI']",0
945,SageSure,Catastrophe Risk R&D Intern - Catastrophe Risk R&D,https://www.sagesure.com/careers/current-job-openings/?gh_jid=4608119006&utm_source=Simplify&ref=Simplify,0.0,,Intern,True,[],0
946,Ingredion,Supply Chain Data Science Intern - Data Science and Analytics,https://ingredion.wd1.myworkdayjobs.com/IngredionCareers/job/Westchester-IL/Global-Supply-Chain-Data-Science-Intern_Req-36624?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Business/Analysis', 'Communication & Soft Skills', 'Data Analysis/Viz', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'SQL/Databases', 'Specialized AI Fields', 'Systems/Firmware', 'User/Customer Focus']",0
947,Altice USA,Intern – Customer Care,https://www.alticeusacareers.com/job/Bethpage-Intern-Customer-Care-NY-11714/1333655100/?ats=successfactors&utm_source=Simplify&ref=Simplify,0.0,,Intern,False,"['API/Architecture', 'Business/Analysis', 'C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Data Analysis/Viz', 'Data Science Tools', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Python', 'SQL/Databases', 'SRE/Observability', 'Simulation & Analysis', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus']",0
948,CIBC,Intern - Data Management,https://cibc.wd3.myworkdayjobs.com/search/job/Chicago-IL/XMLNAME-2026-Summer-Intern---Data-Management_2523670-1?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['Big Data & Processing', 'Business/Analysis', 'Data Analysis/Viz', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Simulation & Analysis', 'User/Customer Focus']",0
949,🔥Apple,Machine Learning Intern - Artificial Intelligence and Machine Learning,https://jobs.apple.com/en-us/details/200606469?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'C/C++', 'Core Engineering Concepts', 'Data Analysis/Viz', 'Data Science Tools', 'DevOps & CI/CD', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Math/Statistics (Quant)', 'Metrics & Analysis (PM)', 'Mobile Development', 'SRE/Observability', 'Semiconductors & IC', 'Specialized AI Fields', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI']",0
950,Signifyd,Engineering Intern - Software Development - Java,https://job-boards.greenhouse.io/signifyd95/jobs/7300296?utm_source=Simplify&ref=Simplify,0.0,High School,Intern,False,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Containerization/Orchestration', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'NoSQL/NewSQL', 'Python', 'SQL/Databases', 'SRE/Observability', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
951,Samsung,Intern – Architecture Research Engineer,https://job-boards.greenhouse.io/samsungsemiconductor/jobs/7492430003?utm_source=Simplify&ref=Simplify,0.0,High School,Intern,False,"['API/Architecture', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Core Engineering Concepts', 'Data Science Tools', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Infrastructure as Code (IaC)', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
952,Seagate Technology,Wafer Metrology Intern - Multiple Teams,https://seagatecareers.com/job/Bloomington-Wafer-Metrology-Internship-Summer-2026-MN/1333345600/?ats=successfactors&utm_source=Simplify&ref=Simplify,0.0,Master,Intern,True,"['API/Architecture', 'Business/Analysis', 'C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Data Analysis/Viz', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Python', 'Statistical Modeling', 'User/Customer Focus']",2
953,Qorvo,Data Engineering Intern - High Performance Analog,https://careers.qorvo.com/job/Richardson-Data-Engineering-Intern-TX-75081/1333265100/?ats=successfactors&utm_source=Simplify&ref=Simplify,0.0,,Intern,False,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Data Analysis/Viz', 'DevOps & CI/CD', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Python', 'SQL/Databases', 'SRE/Observability', 'Semiconductors & IC', 'Statistical Modeling', 'Version Control/CLI']",0
954,Altice USA,Intern - Network Planning & Engineering - Network Planning - Engineering,https://www.alticeusacareers.com/job/Bethpage-Intern-Network-Planning-&-Engineering-NY-11714/1332899600/?ats=successfactors&utm_source=Simplify&ref=Simplify,0.0,,Intern,False,"['API/Architecture', 'Business/Analysis', 'C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Containerization/Orchestration', 'Data Analysis/Viz', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Python', 'SRE/Observability', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'User/Customer Focus']",0
955,Copart,Technology Product Analyst Intern - Product Management,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Technology-Product-Analyst-Intern_JR105106?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'Business/Analysis', 'Communication & Soft Skills', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Project Management & Agile', 'Semiconductors & IC']",0
956,Thomson Reuters,Research Engineering Intern - AI Platform,https://thomsonreuters.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/GBR-London-5-Canada-Square/Research-Engineering-Intern_JREQ195098?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Core Engineering Concepts', 'DevOps & CI/CD', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Semiconductors & IC', 'Specialized AI Fields', 'User/Customer Focus', 'Version Control/CLI']",0
957,Eight Sleep,AI/ML Research Internship,https://jobs.ashbyhq.com/eightsleep/b6c2e6f6-eadd-4d67-93e9-1426be4f2035?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Big Data & Processing', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Core Engineering Concepts', 'Data Analysis/Viz', 'Data Science Tools', 'DevOps & CI/CD', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Math/Statistics (Quant)', 'Metrics & Analysis (PM)', 'Mobile Development', 'Python', 'SRE/Observability', 'Simulation & Analysis', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Statistical Modeling', 'User/Customer Focus', 'Version Control/CLI', 'Web Technologies & Protocols']",0
958,Altice USA,Intern – Junior Systems Analyst,https://www.alticeusacareers.com/job/Golden-Intern-Jr-Systems-Analyst-CO-80401/1332889100/?ats=successfactors&utm_source=Simplify&ref=Simplify,0.0,,Intern,False,"['API/Architecture', 'C#/.NET', 'Cloud Platforms (AWS/Azure/GCP)', 'Containerization/Orchestration', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'SQL/Databases', 'SRE/Observability', 'Semiconductors & IC', 'Software Engineering (Frontend & Full Stack)', 'Statistical Modeling', 'User/Customer Focus']",0
959,🔥Adobe,Intern - Data Scientist 🎓,https://adobe.wd5.myworkdayjobs.com/external_experienced/job/Lehi/XMLNAME-2026-Intern---Data-Scientist_R160622?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['Automated Testing & QA', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Metrics & Analysis (PM)', 'SQL/Databases', 'Statistical Modeling', 'Version Control/CLI']",0
960,🔥Adobe,Intern - Research Scientist 🎓,https://adobe.wd5.myworkdayjobs.com/external_experienced/job/London/XMLNAME-2026-Intern---Research-Scientist_R160881?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['Communication & Soft Skills', 'Core Engineering Concepts', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Specialized AI Fields', 'Version Control/CLI']",0
961,Steel Dynamics,Metallurgy Intern,https://careers-steeldynamics.icims.com/jobs/6426/job?mobile=true&needsRedirect=false&utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['Automated Testing & QA', 'Business/Analysis', 'Cloud Platforms (AWS/Azure/GCP)', 'Financial Instruments', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'User/Customer Focus']",0
962,Pacific Life,Data Analytics Intern - Multiple Teams,https://pacificlife.wd1.myworkdayjobs.com/en-US/PacificLifeCareers/job/Newport-Beach-CA-700/Summer-2026-Data-Analytics-Internship-Program_R15608?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['Business/Analysis', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Data Analysis/Viz', 'DevOps & CI/CD', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Project Management & Agile', 'Python', 'SQL/Databases', 'Statistical Modeling', 'Version Control/CLI']",0
963,Q2,Intern/Co-op - Software Engineering - Data Science,https://q2ebanking.wd5.myworkdayjobs.com/en-US/Q2/job/Austin-TX/XMLNAME-2026-Summer-Internship---Software-Engineering-Data-Science_REQ-11736?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'Big Data & Processing', 'Business/Analysis', 'C#/.NET', 'Communication & Soft Skills', 'Data Analysis/Viz', 'DevOps & CI/CD', 'FinTech Domain', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Project Management & Agile', 'SQL/Databases', 'Version Control/CLI']",0
964,WeRide,Intern - Multiple Teams 🎓,https://jobs.lever.co/weride/c7652fd5-65d8-443d-ab4c-5b450acac77d/apply?utm_source=Simplify&ref=Simplify,1.0,,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Financial Instruments', 'HTML/CSS', 'Hardware & Systems Engineering', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Simulation & Analysis', 'Specialized AI Fields', 'Version Control/CLI']",0
965,Innovative Defense Technologies,Artificial Intelligence Engineer Intern - Warfare Systems,https://jobs.jobvite.com/idtus/job/oFclyfwu?nl=1&nl=1&fr=false&utm_source=Simplify&ref=Simplify,0.0,Master,Intern,True,"['API/Architecture', 'Automated Testing & QA', 'Business/Analysis', 'C#/.NET', 'C/C++', 'Cloud Platforms (AWS/Azure/GCP)', 'Communication & Soft Skills', 'Core Engineering Concepts', 'Data Analysis/Viz', 'Data Science Tools', 'DevOps & CI/CD', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Software Engineering (Frontend & Full Stack)', 'Specialized AI Fields', 'Version Control/CLI']",2
966,🔥Salesforce,Intern - AI Research 🎓,https://salesforce.wd12.myworkdayjobs.com/en-us/External_Career_Site/job/California---Palo-Alto/Summer-2026-Intern---AI-Research_JR313214-2?utm_source=Simplify&ref=Simplify,0.0,,Intern,True,"['C/C++', 'Communication & Soft Skills', 'Core Engineering Concepts', 'Data Science Tools', 'Go/Rust', 'HTML/CSS', 'Hardware & Systems Engineering', 'Java/JVM', 'JavaScript/TypeScript', 'ML/DL Concepts', 'Product Strategy/Roadmap', 'Specialized AI Fields']",0
